Module,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_maxSpeed,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_minSpeed,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_startTime,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_stopTime,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_totalDistance,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_totalTime
ProvidenciaExampleScenario.node[115].veinsmobility,14.7593,5.54904,27018.5,27080,163.717,774.365,61
ProvidenciaExampleScenario.node[151].veinsmobility,15.65,0,27023.5,27080.5,146.671,493.738,56.5
ProvidenciaExampleScenario.node[105].veinsmobility,15.1138,5.5,27017,27081.5,186.934,890.992,64
ProvidenciaExampleScenario.node[238].veinsmobility,16.5982,3.60858,27036,27082,139.252,491.012,45.5
ProvidenciaExampleScenario.node[108].veinsmobility,15.569,4.58424,27017.5,27084,208.393,885.93,66
ProvidenciaExampleScenario.node[101].veinsmobility,15.7778,5.41161,27017,27084,187.765,876.551,66.5
ProvidenciaExampleScenario.node[407].veinsmobility,20.65,6.3693,27060.5,27085,98.4329,336.86,24
ProvidenciaExampleScenario.node[12].veinsmobility,18.1204,0,27002,27086,243.262,857.104,83.5
ProvidenciaExampleScenario.node[113].veinsmobility,19.25,1.7041,27018,27086.5,222.968,777.404,68
ProvidenciaExampleScenario.node[8].veinsmobility,16.25,0,27002,27087,208.955,659.902,84.5
ProvidenciaExampleScenario.node[83].veinsmobility,15.0988,0,27015,27087.5,188.984,625.027,72
ProvidenciaExampleScenario.node[281].veinsmobility,15.6845,4.99093,27042,27087.5,124.815,487.011,45
ProvidenciaExampleScenario.node[173].veinsmobility,15.3904,3.7,27026,27087.5,183.194,839.242,61
ProvidenciaExampleScenario.node[127].veinsmobility,18.8222,1.70496,27020.5,27088,223.778,855.449,67
ProvidenciaExampleScenario.node[87].veinsmobility,16.6391,0,27015.5,27088.5,183.836,602.895,72.5
ProvidenciaExampleScenario.node[53].veinsmobility,16.2035,0,27010,27089,191.477,640.546,78.5
ProvidenciaExampleScenario.node[76].veinsmobility,16.25,0,27014,27089,197.578,665.765,74.5
ProvidenciaExampleScenario.node[219].veinsmobility,19.25,3.5,27033,27089,194.529,772.752,55.5
ProvidenciaExampleScenario.node[177].veinsmobility,18.45,3.5,27026.5,27090,209.742,901.118,63
ProvidenciaExampleScenario.node[16].veinsmobility,19.1421,0,27002.5,27090.5,254.575,867.898,87.5
ProvidenciaExampleScenario.node[123].veinsmobility,15.85,0,27020.5,27090.5,182.674,651.139,69.5
ProvidenciaExampleScenario.node[191].veinsmobility,19.4089,3.99054,27029,27090.5,211.149,863.857,61
ProvidenciaExampleScenario.node[170].veinsmobility,16.25,0,27025.5,27090.5,211.674,882.681,64.5
ProvidenciaExampleScenario.node[128].veinsmobility,15.4383,0,27021,27091,177.178,669.96,69.5
ProvidenciaExampleScenario.node[197].veinsmobility,16.25,3.7,27030.5,27091,205.306,840.666,60
ProvidenciaExampleScenario.node[339].veinsmobility,16.1938,6.9,27050.5,27091,131.886,498.03,40
ProvidenciaExampleScenario.node[68].veinsmobility,21.5384,-1.87306,27012.5,27091.5,224.898,681.501,78.5
ProvidenciaExampleScenario.node[194].veinsmobility,16.45,5.28805,27029.5,27091.5,209.06,869.37,61.5
ProvidenciaExampleScenario.node[193].veinsmobility,15.0988,1.42369,27029.5,27092,161.088,637.206,62
ProvidenciaExampleScenario.node[226].veinsmobility,16.4403,4.37661,27034.5,27092,184.844,655.692,57
ProvidenciaExampleScenario.node[183].veinsmobility,20.75,0,27028,27093.5,287.18,925.29,65
ProvidenciaExampleScenario.node[223].veinsmobility,16.3381,1.26221,27034,27094.5,161.724,640.387,60
ProvidenciaExampleScenario.node[217].veinsmobility,15.9753,0.956758,27033,27094.5,171.457,636.741,61
ProvidenciaExampleScenario.node[47].veinsmobility,16.25,0,27008.5,27095,211.018,752.886,86
ProvidenciaExampleScenario.node[245].veinsmobility,15.85,2.78876,27037,27095,160.59,664.508,57.5
ProvidenciaExampleScenario.node[509].veinsmobility,9.78197,2.50121,27075,27095.5,36.8197,107.875,20
ProvidenciaExampleScenario.node[107].veinsmobility,19,0,27017.5,27095.5,225.107,679.416,77.5
ProvidenciaExampleScenario.node[204].veinsmobility,18.8714,3.98495,27031.5,27096,231.312,934.311,64
ProvidenciaExampleScenario.node[212].veinsmobility,15.6909,1.87072,27032.5,27096,172.359,642.709,63
ProvidenciaExampleScenario.node[300].veinsmobility,16.2454,6.15,27045,27096,156.172,605.123,50.5
ProvidenciaExampleScenario.node[388].veinsmobility,16.9458,5.11889,27057.5,27097,144.501,495.975,39
ProvidenciaExampleScenario.node[294].veinsmobility,15,7.1,27044,27097.5,153.497,661.238,53
ProvidenciaExampleScenario.node[180].veinsmobility,16.52,4.25274,27027,27098,234.996,951.091,70.5
ProvidenciaExampleScenario.node[253].veinsmobility,16.95,5.7,27038,27098,208.455,879.535,59.5
ProvidenciaExampleScenario.node[276].veinsmobility,15.65,2.0975,27041,27098.5,158.645,631.13,57
ProvidenciaExampleScenario.node[322].veinsmobility,21.25,3.16847,27047.5,27100,196.075,651.441,52
ProvidenciaExampleScenario.node[152].veinsmobility,16.3036,0,27023.5,27101,228.848,753.064,77
ProvidenciaExampleScenario.node[3].veinsmobility,16.25,0,27001,27101.5,287.445,1082.45,100
ProvidenciaExampleScenario.node[45].veinsmobility,15.85,0,27008,27101.5,238.895,994.386,93
ProvidenciaExampleScenario.node[71].veinsmobility,16.2936,0,27012.5,27102,255.059,909.292,89
ProvidenciaExampleScenario.node[347].veinsmobility,16.3701,6.9,27051.5,27102.5,150.68,633.623,50.5
ProvidenciaExampleScenario.node[40].veinsmobility,18.5,0,27007,27104.5,252.652,901.898,97
ProvidenciaExampleScenario.node[288].veinsmobility,15.9448,5.5,27042.5,27104.5,196.755,877.687,61.5
ProvidenciaExampleScenario.node[141].veinsmobility,21,0,27022.5,27105,211.438,667.922,82
ProvidenciaExampleScenario.node[88].veinsmobility,16.25,0,27015.5,27105.5,212.579,674.268,89.5
ProvidenciaExampleScenario.node[6].veinsmobility,20.1022,0,27001.5,27106,300.339,1005.39,104
ProvidenciaExampleScenario.node[172].veinsmobility,15.6715,5.59778,27026,27108,209.668,1004.13,81.5
ProvidenciaExampleScenario.node[220].veinsmobility,19.3898,0,27033.5,27108.5,232.33,753.818,74.5
ProvidenciaExampleScenario.node[309].veinsmobility,16,5.52408,27046,27109,183.579,754.416,62.5
ProvidenciaExampleScenario.node[660].veinsmobility,16.4177,2.35,27096,27109.5,52.3587,115.381,13
ProvidenciaExampleScenario.node[196].veinsmobility,16.25,0,27030.5,27110,197.483,674.641,79
ProvidenciaExampleScenario.node[267].veinsmobility,16.25,6.9,27039.5,27112.5,213.146,1017.31,72.5
ProvidenciaExampleScenario.node[121].veinsmobility,21.5,0,27020,27115,291.946,1061.13,94.5
ProvidenciaExampleScenario.node[272].veinsmobility,15.5,0,27040,27115,191.858,687.699,74.5
ProvidenciaExampleScenario.node[99].veinsmobility,21.5,0,27017,27115.5,316.665,1059.4,98
ProvidenciaExampleScenario.node[291].veinsmobility,16.25,6.1,27043.5,27116,202.324,987.336,72
ProvidenciaExampleScenario.node[290].veinsmobility,16.25,0,27043,27117,211.907,685.433,73.5
ProvidenciaExampleScenario.node[50].veinsmobility,21.5,0,27009,27118,330.847,1076.6,108.5
ProvidenciaExampleScenario.node[147].veinsmobility,20.5985,0,27023,27118.5,253.227,1061.18,95
ProvidenciaExampleScenario.node[114].veinsmobility,21.1825,0,27018.5,27119,298.56,1082.91,100
ProvidenciaExampleScenario.node[154].veinsmobility,21.6692,0,27024,27121,281.104,1083.92,96.5
ProvidenciaExampleScenario.node[421].veinsmobility,15.5,1.71685,27062.5,27125,182.091,677.922,62
ProvidenciaExampleScenario.node[9].veinsmobility,15.65,0,27002,27125,261.274,1035.65,122.5
ProvidenciaExampleScenario.node[117].veinsmobility,16.25,0,27019,27126,251.11,1045.95,106.5
ProvidenciaExampleScenario.node[28].veinsmobility,19.25,0,27005.5,27126.5,350.121,1113.52,120.5
ProvidenciaExampleScenario.node[81].veinsmobility,19.5,0,27014.5,27126.5,326.701,1120.12,111.5
ProvidenciaExampleScenario.node[7].veinsmobility,19.4,0,27001.5,27126.5,317.233,978.496,124.5
ProvidenciaExampleScenario.node[84].veinsmobility,15.888,0,27015,27127.5,254.77,1033.02,112
ProvidenciaExampleScenario.node[463].veinsmobility,15,0,27069,27128.5,116.287,272.21,59
ProvidenciaExampleScenario.node[153].veinsmobility,21,0,27024,27129.5,315.384,997.008,105
ProvidenciaExampleScenario.node[10].veinsmobility,18.5234,0,27002,27130,283.149,993.168,127.5
ProvidenciaExampleScenario.node[51].veinsmobility,19.4,0,27009.5,27130,272.29,972.649,120
ProvidenciaExampleScenario.node[4].veinsmobility,19.75,0,27001.5,27130,362.878,1000.6,128
ProvidenciaExampleScenario.node[41].veinsmobility,19.75,0,27007.5,27130,333.918,1007.11,122
ProvidenciaExampleScenario.node[110].veinsmobility,18.5337,0,27018,27130,289.476,1004.57,111.5
ProvidenciaExampleScenario.node[459].veinsmobility,15.1357,0,27068.5,27130.5,120.888,274.156,61.5
ProvidenciaExampleScenario.node[806].veinsmobility,11.6935,6.14479,27118.5,27130.5,30.512,115.396,11.5
ProvidenciaExampleScenario.node[29].veinsmobility,18.5,0,27006,27130.5,304.712,989.659,124
ProvidenciaExampleScenario.node[100].veinsmobility,15.7708,0,27017,27130.5,279.529,1029.62,113
ProvidenciaExampleScenario.node[19].veinsmobility,18.5415,0,27003.5,27132,308.051,1003.06,128
ProvidenciaExampleScenario.node[307].veinsmobility,16.25,0,27045.5,27132.5,291.719,1131.45,86.5
ProvidenciaExampleScenario.node[122].veinsmobility,18.5563,0,27020,27132.5,296.824,1127.74,112
ProvidenciaExampleScenario.node[139].veinsmobility,15.4807,0,27022,27132.5,269.34,1055.15,110
ProvidenciaExampleScenario.node[327].veinsmobility,17.5,3.5,27048.5,27133,294.911,1195.21,84
ProvidenciaExampleScenario.node[266].veinsmobility,16.25,0,27039.5,27133.5,167.038,281.849,93.5
ProvidenciaExampleScenario.node[175].veinsmobility,15.8184,0,27026.5,27134,256.16,1061.88,107
ProvidenciaExampleScenario.node[63].veinsmobility,23.2,0,27012,27134.5,425.283,1281.02,122
ProvidenciaExampleScenario.node[174].veinsmobility,18.5563,0,27026.5,27134.5,279.203,990.696,107.5
ProvidenciaExampleScenario.node[325].veinsmobility,15,0,27048.5,27135,151.034,281.953,86
ProvidenciaExampleScenario.node[282].veinsmobility,16.25,0,27042,27135,164.888,277.197,92.5
ProvidenciaExampleScenario.node[112].veinsmobility,17.5575,0,27018,27135,276.895,976.005,116.5
ProvidenciaExampleScenario.node[2].veinsmobility,18.0124,0,27001,27135,382.034,1356.11,133.5
ProvidenciaExampleScenario.node[135].veinsmobility,17.9832,0,27021.5,27135.5,261.322,997.607,113.5
ProvidenciaExampleScenario.node[601].veinsmobility,20.1566,5.5,27089.5,27135.5,201.693,661.499,45.5
ProvidenciaExampleScenario.node[145].veinsmobility,17.1,0,27022.5,27136,281.198,686.703,113
ProvidenciaExampleScenario.node[77].veinsmobility,21.9,0,27014,27136.5,326.222,903.44,122
ProvidenciaExampleScenario.node[299].veinsmobility,16.25,0,27044.5,27136.5,206.502,588.684,91.5
ProvidenciaExampleScenario.node[346].veinsmobility,16.25,0,27051.5,27137,157.12,276.112,85
ProvidenciaExampleScenario.node[161].veinsmobility,18.0989,0,27024.5,27138,266.955,992.914,113
ProvidenciaExampleScenario.node[228].veinsmobility,18.9171,0,27034.5,27138,264.964,956.939,103
ProvidenciaExampleScenario.node[481].veinsmobility,16.25,0,27071,27138,157.72,458.052,66.5
ProvidenciaExampleScenario.node[43].veinsmobility,15,0,27007.5,27138.5,329.626,1333.76,130.5
ProvidenciaExampleScenario.node[381].veinsmobility,16.25,0,27056.5,27139,150.465,276.989,82
ProvidenciaExampleScenario.node[485].veinsmobility,16.9,0,27072,27139.5,142.204,281.03,67
ProvidenciaExampleScenario.node[109].veinsmobility,21.6265,0,27017.5,27139.5,328.12,917.231,121.5
ProvidenciaExampleScenario.node[38].veinsmobility,15.65,0,27007,27139.5,252.653,622.029,132
ProvidenciaExampleScenario.node[27].veinsmobility,15.65,0,27005.5,27139.5,251.861,620.585,133.5
ProvidenciaExampleScenario.node[106].veinsmobility,16.2938,0,27017.5,27140.5,303.292,854.203,122.5
ProvidenciaExampleScenario.node[102].veinsmobility,15.6337,0,27017,27141,253.167,620.995,123.5
ProvidenciaExampleScenario.node[436].veinsmobility,16.25,0,27065,27141.5,149.974,284.04,76
ProvidenciaExampleScenario.node[287].veinsmobility,18.6779,0,27042.5,27141.5,255.968,973.554,98.5
ProvidenciaExampleScenario.node[286].veinsmobility,15.7353,0,27042.5,27141.5,217.762,622.65,98.5
ProvidenciaExampleScenario.node[385].veinsmobility,16.25,0,27057,27141.5,204.784,661.376,84
ProvidenciaExampleScenario.node[116].veinsmobility,20.2981,0,27018.5,27142,333.214,909.316,123
ProvidenciaExampleScenario.node[92].veinsmobility,16.4742,-0.503887,27016,27142.5,256.269,666.896,126
ProvidenciaExampleScenario.node[55].veinsmobility,15.65,0,27010,27142.5,322.186,1037.34,132
ProvidenciaExampleScenario.node[269].veinsmobility,18.15,0,27039.5,27143,261.366,980.803,103
ProvidenciaExampleScenario.node[337].veinsmobility,16,0,27049.5,27143,257.889,879.787,93
ProvidenciaExampleScenario.node[316].veinsmobility,16.75,0,27047,27143,299.861,884.679,95.5
ProvidenciaExampleScenario.node[11].veinsmobility,18.5,0,27002,27143,352.673,1063.84,140.5
ProvidenciaExampleScenario.node[564].veinsmobility,16.25,1.90385,27084,27143.5,166.5,624.514,59
ProvidenciaExampleScenario.node[171].veinsmobility,21.9227,0,27025.5,27144,320.742,920.96,118
ProvidenciaExampleScenario.node[511].veinsmobility,15.15,0,27075.5,27144,169.931,621,68
ProvidenciaExampleScenario.node[605].veinsmobility,16.9,3.56562,27090,27144.5,170.409,660.614,54
ProvidenciaExampleScenario.node[646].veinsmobility,16.25,5.69121,27094.5,27145,158.668,619.938,50
ProvidenciaExampleScenario.node[60].veinsmobility,15,0,27011.5,27145,299.732,1077.23,133
ProvidenciaExampleScenario.node[649].veinsmobility,15.4532,0,27095,27145.5,127.318,292.835,50
ProvidenciaExampleScenario.node[305].veinsmobility,17.1485,0,27045.5,27145.5,241.917,974.521,99.5
ProvidenciaExampleScenario.node[236].veinsmobility,18.75,0,27035.5,27145.5,286.156,910.947,109.5
ProvidenciaExampleScenario.node[234].veinsmobility,16.25,0,27035.5,27145.5,294.414,1018.19,109.5
ProvidenciaExampleScenario.node[666].veinsmobility,16.25,5.03416,27096.5,27146,150.566,609.975,49
ProvidenciaExampleScenario.node[599].veinsmobility,16.25,0,27089.5,27146.5,128.092,275.013,56.5
ProvidenciaExampleScenario.node[671].veinsmobility,16.25,6.9,27097.5,27146.5,155.419,617.701,48.5
ProvidenciaExampleScenario.node[254].veinsmobility,21.1117,0,27038,27146.5,295,873.284,108
ProvidenciaExampleScenario.node[158].veinsmobility,16.1482,0,27024,27147,301.581,1112.55,122.5
ProvidenciaExampleScenario.node[120].veinsmobility,22.6821,0,27019.5,27147.5,456.607,1230,127.5
ProvidenciaExampleScenario.node[404].veinsmobility,18.4964,0,27059.5,27147.5,262.549,907.238,87.5
ProvidenciaExampleScenario.node[203].veinsmobility,16.25,0,27031.5,27147.5,316.182,1107.91,115.5
ProvidenciaExampleScenario.node[370].veinsmobility,16.6379,2.98094,27055,27148,271.624,1057.83,92.5
ProvidenciaExampleScenario.node[672].veinsmobility,16.25,-0.00170898,27098,27149,135.92,297.65,50.5
ProvidenciaExampleScenario.node[399].veinsmobility,18.4861,0,27059,27149,263.187,912.56,89.5
ProvidenciaExampleScenario.node[659].veinsmobility,15.3958,4.71913,27096,27149,161.5,631.538,52.5
ProvidenciaExampleScenario.node[292].veinsmobility,16.7179,1.39273,27043.5,27149,313.696,1084.34,105
ProvidenciaExampleScenario.node[653].veinsmobility,15,0,27095.5,27149.5,109.952,270.921,53.5
ProvidenciaExampleScenario.node[311].veinsmobility,15.7259,2.60996,27046,27149.5,298.821,1120.85,103
ProvidenciaExampleScenario.node[221].veinsmobility,15.65,0,27033.5,27150,300.079,1063.32,116
ProvidenciaExampleScenario.node[280].veinsmobility,15.8474,0,27041.5,27150.5,291.287,1018.74,108.5
ProvidenciaExampleScenario.node[111].veinsmobility,22.25,0,27018,27151,357.271,1309.74,132.5
ProvidenciaExampleScenario.node[465].veinsmobility,18.9611,0.607905,27069,27151.5,244.513,910.654,82
ProvidenciaExampleScenario.node[319].veinsmobility,16.25,0,27047.5,27152,238.996,786.203,104
ProvidenciaExampleScenario.node[49].veinsmobility,17.0973,0,27008.5,27152.5,338.877,999.285,143.5
ProvidenciaExampleScenario.node[413].veinsmobility,16.25,0,27061,27152.5,266.545,868.79,91
ProvidenciaExampleScenario.node[118].veinsmobility,21.4959,0,27019,27153,359.559,1289.49,133.5
ProvidenciaExampleScenario.node[24].veinsmobility,20,0,27004.5,27153,441.895,1405.18,148
ProvidenciaExampleScenario.node[243].veinsmobility,19.75,0,27036.5,27153,277.031,766.312,116
ProvidenciaExampleScenario.node[14].veinsmobility,15.65,0,27002.5,27154,302.195,921.324,151
ProvidenciaExampleScenario.node[251].veinsmobility,19.25,0,27038,27154,266.583,768.171,115.5
ProvidenciaExampleScenario.node[405].veinsmobility,16.4675,0,27060,27154,266.068,857.281,93.5
ProvidenciaExampleScenario.node[387].veinsmobility,15.7838,0,27057,27154,283.824,903.435,96.5
ProvidenciaExampleScenario.node[313].veinsmobility,18.5,0,27046.5,27154.5,247.417,768.471,107.5
ProvidenciaExampleScenario.node[213].veinsmobility,15.1518,0,27032.5,27154.5,251.168,839.633,121.5
ProvidenciaExampleScenario.node[72].veinsmobility,15.5279,0,27013,27155.5,289.584,914.207,142
ProvidenciaExampleScenario.node[143].veinsmobility,21.0405,0,27022.5,27155.5,337.282,1321.4,132.5
ProvidenciaExampleScenario.node[371].veinsmobility,19.25,0,27055,27155.5,243.316,745.01,100
ProvidenciaExampleScenario.node[478].veinsmobility,16.75,0,27071,27156,166.479,446.361,84.5
ProvidenciaExampleScenario.node[296].veinsmobility,18.7155,0,27044,27156,250.885,775.106,111.5
ProvidenciaExampleScenario.node[461].veinsmobility,16.25,0,27068.5,27156,261.683,883.291,87
ProvidenciaExampleScenario.node[156].veinsmobility,20.8181,0,27024,27156.5,343.151,1306.3,132
ProvidenciaExampleScenario.node[257].veinsmobility,18.0399,0,27038.5,27156.5,258,774.677,117.5
ProvidenciaExampleScenario.node[283].veinsmobility,18.1288,0,27042,27156.5,244.935,767.385,114
ProvidenciaExampleScenario.node[457].veinsmobility,16.25,1.68873,27068,27156.5,233.998,878.977,88
ProvidenciaExampleScenario.node[483].veinsmobility,13.4,0,27071.5,27157.5,155.754,322.41,85.5
ProvidenciaExampleScenario.node[187].veinsmobility,15.1362,0,27028.5,27158,271.078,886.879,129
ProvidenciaExampleScenario.node[336].veinsmobility,19.0668,0,27049.5,27158,246.637,756.361,108
ProvidenciaExampleScenario.node[523].veinsmobility,19.3736,0,27077,27158,224.937,766.528,80.5
ProvidenciaExampleScenario.node[473].veinsmobility,15.7503,0,27070.5,27158,231.69,886.925,87
ProvidenciaExampleScenario.node[209].veinsmobility,14.9412,0,27032,27158,251.815,861.668,125.5
ProvidenciaExampleScenario.node[73].veinsmobility,21.4415,0,27013.5,27158.5,417.26,1411.26,144.5
ProvidenciaExampleScenario.node[333].veinsmobility,19.6568,0,27049,27158.5,264.486,772.463,109
ProvidenciaExampleScenario.node[42].veinsmobility,20.0659,0,27007.5,27159,442.187,1316.05,151
ProvidenciaExampleScenario.node[344].veinsmobility,18.327,0,27051,27159,245.66,764.437,107.5
ProvidenciaExampleScenario.node[79].veinsmobility,15.0563,0,27014.5,27160,289.29,692.724,145
ProvidenciaExampleScenario.node[500].veinsmobility,13.2599,0,27074,27160,160.006,325.141,85.5
ProvidenciaExampleScenario.node[389].veinsmobility,16.25,0,27057.5,27160.5,233.318,804.48,102.5
ProvidenciaExampleScenario.node[353].veinsmobility,18.9164,0,27052.5,27160.5,268.038,777.327,107.5
ProvidenciaExampleScenario.node[537].veinsmobility,14.9224,1.47669,27080,27160.5,204.93,842.75,80
ProvidenciaExampleScenario.node[176].veinsmobility,15.798,0,27026.5,27161,265.593,688.331,134
ProvidenciaExampleScenario.node[441].veinsmobility,18,0,27066,27161,235.989,771.369,94.5
ProvidenciaExampleScenario.node[379].veinsmobility,18,0,27056,27161.5,239.82,770.862,105
ProvidenciaExampleScenario.node[635].veinsmobility,11.9,0,27093.5,27162,123.67,333.276,68
ProvidenciaExampleScenario.node[524].veinsmobility,15.9764,0.243278,27077.5,27162,226.614,861.674,84
ProvidenciaExampleScenario.node[214].veinsmobility,15.7637,0,27032.5,27162.5,254.104,691.252,129.5
ProvidenciaExampleScenario.node[403].veinsmobility,19.5712,0,27059.5,27162.5,256.357,756.369,102.5
ProvidenciaExampleScenario.node[367].veinsmobility,18.3902,0,27054.5,27162.5,253.2,779.055,107.5
ProvidenciaExampleScenario.node[479].veinsmobility,18.1204,0,27071,27163.5,223.73,775.161,92
ProvidenciaExampleScenario.node[415].veinsmobility,19.0883,0,27061.5,27163.5,243.5,765.208,101.5
ProvidenciaExampleScenario.node[513].veinsmobility,15.2644,0.950619,27075.5,27163.5,216.55,900.472,87.5
ProvidenciaExampleScenario.node[199].veinsmobility,16.25,0,27031,27164.5,261.752,693.824,133
ProvidenciaExampleScenario.node[543].veinsmobility,16.25,0,27080.5,27164.5,237.966,900.063,83.5
ProvidenciaExampleScenario.node[166].veinsmobility,16.6232,0,27025.5,27165,305.904,940.157,139
ProvidenciaExampleScenario.node[435].veinsmobility,15.4807,0,27065,27165,229.99,808.173,99.5
ProvidenciaExampleScenario.node[396].veinsmobility,18.0648,0,27058,27165,236.816,781.025,106.5
ProvidenciaExampleScenario.node[531].veinsmobility,15.693,0,27079,27165,226.869,883.823,85.5
ProvidenciaExampleScenario.node[378].veinsmobility,16.3431,0,27056,27165,259.35,858.412,108.5
