Module;maxSpeed;minSpeed;startTime;stopTime;totalCO2Emission;totalDistance;totalTime
238;16.5982;3.60858;27036;27082;139.252;491.012;45.5
108;15.569;4.58424;27017.5;27084;208.393;885.93;66
101;15.7778;5.41161;27017;27084;187.765;876.551;66.5
407;20.65;6.3693;27060.5;27085;98.4329;336.86;24
12;18.1204;0;27002;27086;243.262;857.104;83.5
113;19.25;1.7041;27018;27086.5;222.968;777.404;68
8;16.25;0;27002;27087;208.955;659.902;84.5
83;15.0988;0;27015;27087.5;188.984;625.027;72
281;15.6845;4.99093;27042;27087.5;124.815;487.011;45
173;15.3904;3.7;27026;27087.5;183.194;839.242;61
127;18.8222;1.70496;27020.5;27088;223.778;855.449;67
87;16.6391;0;27015.5;27088.5;183.836;602.895;72.5
53;16.2035;0;27010;27089;191.477;640.546;78.5
76;16.25;0;27014;27089;197.578;665.765;74.5
219;19.25;3.5;27033;27089;194.529;772.752;55.5
177;18.45;3.5;27026.5;27090;209.742;901.118;63
16;19.1421;0;27002.5;27090.5;254.575;867.898;87.5
123;15.85;0;27020.5;27090.5;182.674;651.139;69.5
191;19.4089;3.99054;27029;27090.5;211.149;863.857;61
170;16.25;0;27025.5;27090.5;211.674;882.681;64.5
128;15.4383;0;27021;27091;177.178;669.96;69.5
197;16.25;3.7;27030.5;27091;205.306;840.666;60
339;16.1938;6.9;27050.5;27091;131.886;498.03;40
68;21.5384;-1.87306;27012.5;27091.5;224.844;681.484;78.5
194;16.45;5.28805;27029.5;27091.5;209.06;869.37;61.5
193;15.0988;1.42369;27029.5;27092;161.088;637.206;62
226;16.4403;4.37661;27034.5;27092;184.844;655.692;57
183;20.75;0;27028;27093.5;287.18;925.29;65
223;16.3381;1.26221;27034;27094.5;161.724;640.387;60
217;15.9753;0.956758;27033;27094.5;171.457;636.741;61
47;16.25;0;27008.5;27095;211.018;752.886;86
245;15.85;2.78876;27037;27095;160.59;664.508;57.5
509;9.78197;2.50121;27075;27095.5;36.8197;107.875;20
107;19;0;27017.5;27095.5;225.107;679.416;77.5
204;18.8714;3.98495;27031.5;27096;231.312;934.311;64
212;15.6909;1.87072;27032.5;27096;172.359;642.709;63
300;16.2454;6.15;27045;27096;156.172;605.123;50.5
388;16.9458;5.11889;27057.5;27097;144.501;495.975;39
294;15;7.1;27044;27097.5;153.497;661.238;53
180;16.52;4.25274;27027;27098;234.996;951.091;70.5
253;16.95;5.7;27038;27098;208.455;879.535;59.5
276;15.65;2.0975;27041;27098.5;158.645;631.13;57
322;21.25;3.16847;27047.5;27100;196.075;651.441;52
152;16.3036;0;27023.5;27101;228.848;753.064;77
3;16.25;0;27001;27101.5;287.445;1082.45;100
45;15.85;0;27008;27101.5;238.895;994.386;93
71;16.2936;0;27012.5;27102;255.059;909.292;89
347;16.3701;6.9;27051.5;27102.5;150.68;633.623;50.5
40;18.5;0;27007;27104.5;252.652;901.898;97
288;15.9448;5.5;27042.5;27104.5;196.755;877.687;61.5
141;21;0;27022.5;27105;211.438;667.922;82
88;16.25;0;27015.5;27105.5;212.579;674.268;89.5
6;20.1022;0;27001.5;27106;300.339;1005.39;104
172;15.6715;5.59778;27026;27108;209.668;1004.13;81.5
220;19.3898;0;27033.5;27108.5;232.33;753.818;74.5
660;15.5589;2.15;27096;27109;49.5073;114.828;12.5
309;16;5.52408;27046;27109;183.579;754.416;62.5
196;16.25;0;27030.5;27110;197.483;674.641;79
267;16.25;6.9;27039.5;27112.5;213.146;1017.31;72.5
121;21.5;0;27020;27115;291.946;1061.13;94.5
272;15.5;0;27040;27115;191.858;687.699;74.5
99;21.5;0;27017;27115.5;316.665;1059.4;98
291;16.25;6.1;27043.5;27116;202.324;987.336;72
290;16.25;0;27043;27117;211.907;685.433;73.5
50;21.5;0;27009;27118;330.847;1076.6;108.5
147;20.5985;0;27023;27118.5;253.227;1061.18;95
114;21.1825;0;27018.5;27119;298.56;1082.91;100
154;21.6692;0;27024;27121;281.104;1083.92;96.5
421;15.5;1.71685;27062.5;27125;182.091;677.922;62
9;15.65;0;27002;27125;261.274;1035.65;122.5
117;16.25;0;27019;27126;251.11;1045.95;106.5
28;19.25;0;27005.5;27126.5;350.121;1113.52;120.5
81;19.5;0;27014.5;27126.5;326.701;1120.12;111.5
7;19.4;0;27001.5;27126.5;317.233;978.496;124.5
84;15.888;0;27015;27127.5;254.77;1033.02;112
463;15;0;27069;27128.5;116.287;272.21;59
153;21;0;27024;27129.5;315.384;997.008;105
10;18.5234;0;27002;27130;283.149;993.168;127.5
51;19.4;0;27009.5;27130;272.29;972.649;120
4;19.75;0;27001.5;27130;362.878;1000.6;128
41;19.75;0;27007.5;27130;333.918;1007.11;122
110;18.5337;0;27018;27130;289.476;1004.57;111.5
459;15.1357;0;27068.5;27130.5;120.888;274.156;61.5
806;13.7068;6.14479;27118.5;27130.5;43.464;113.513;11.5
100;15.7708;0;27017;27130.5;279.529;1029.62;113
307;16.25;0;27045.5;27132.5;291.719;1131.45;86.5
19;18.5415;0;27003.5;27132.5;309.98;1009.02;128.5
139;15.2776;0;27022;27132.5;268.084;1055.96;110
327;17.5;3.5;27048.5;27133;294.911;1195.21;84
29;17.8052;0;27006;27133;292.771;992.32;126.5
266;16.25;0;27039.5;27133.5;167.038;281.849;93.5
63;23.2;0;27012;27134.5;425.283;1281.02;122
174;18.5563;0;27026.5;27134.5;272.318;989.547;107.5
325;15;0;27048.5;27135;151.034;281.953;86
282;16.25;0;27042;27135;164.888;277.197;92.5
112;17.5575;0;27018;27135;276.895;976.005;116.5
135;17.9832;0;27021.5;27135.5;261.322;997.607;113.5
145;17.1;0;27022.5;27136;281.198;686.703;113
601;20.1566;5.5;27089.5;27136;202.019;666.643;46
77;21.9;0;27014;27136.5;326.222;903.44;122
299;16.25;0;27044.5;27136.5;206.502;588.684;91.5
122;18.5563;0;27020;27136.5;301.092;1127.56;116
346;16.25;0;27051.5;27137;157.12;276.112;85
161;18.0989;0;27024.5;27138;266.955;992.914;113
228;18.9171;0;27034.5;27138;264.964;956.939;103
481;16.25;0;27071;27138;157.72;458.052;66.5
2;18.0611;0;27001;27138;384.828;1358.89;136.5
43;15;0;27007.5;27138.5;329.626;1333.76;130.5
381;16.25;0;27056.5;27139;150.465;276.989;82
485;16.9;0;27072;27139.5;142.204;281.03;67
109;21.6265;0;27017.5;27139.5;328.12;917.231;121.5
38;15.65;0;27007;27139.5;252.653;622.029;132
27;15.65;0;27005.5;27139.5;251.861;620.585;133.5
106;16.2938;0;27017.5;27140.5;303.292;854.203;122.5
102;15.6337;0;27017;27141;253.167;620.995;123.5
436;16.25;0;27065;27141.5;149.913;284.113;76
287;18.6779;0;27042.5;27141.5;255.968;973.554;98.5
286;15.7353;0;27042.5;27141.5;217.762;622.65;98.5
385;16.25;0;27057;27141.5;204.784;661.376;84
175;16.8179;0;27026.5;27141.5;281.529;1056.69;114.5
116;20.2981;0;27018.5;27142;333.075;908.186;123
92;16.4742;-0.503887;27016;27142.5;256.269;666.896;126
55;15.65;0;27010;27142.5;322.186;1037.34;132
269;18.15;0;27039.5;27143;261.366;980.803;103
337;16;0;27049.5;27143;257.889;879.787;93
316;16.75;0;27047;27143;299.861;884.679;95.5
11;18.5;0;27002;27143;352.673;1063.84;140.5
599;16.25;0;27089.5;27143.5;125.468;283.347;53.5
171;21.9227;0;27025.5;27143.5;317.842;921.918;117.5
564;16.25;1.26562;27084;27143.5;165.878;618.633;59
511;15.15;0;27075.5;27144;169.916;624.339;68
605;16.9;3.56562;27090;27144.5;170.409;660.614;54
60;15;0;27011.5;27145;299.732;1077.23;133
305;17.1485;0;27045.5;27145.5;241.917;974.521;99.5
236;18.75;0;27035.5;27145.5;291.834;911.209;109.5
646;16.25;5.5849;27094.5;27145.5;158.919;623.076;50.5
234;16.25;0;27035.5;27145.5;294.414;1018.19;109.5
666;16.25;5.03468;27096.5;27146.5;154.45;622.931;49.5
254;21.1117;0;27038;27146.5;295;873.284;108
653;15;0;27095.5;27147;114.028;265.439;51
404;18.4964;0;27059.5;27147;258.524;906.953;87
671;16.4568;4.38383;27097.5;27147;163.932;606.2;49
158;16.1482;0;27024;27147;301.581;1112.55;122.5
370;16.5203;2.98094;27055;27147;264.496;1062.9;91.5
649;13.9168;0;27095;27147.5;118.477;288.747;52
120;22.6821;0;27019.5;27147.5;456.607;1230;127.5
203;16.25;0;27031.5;27147.5;316.182;1107.91;115.5
659;15.3958;5.83413;27096;27149;161.322;631.401;52.5
311;16.5122;2.65723;27046;27149;303.395;1115;102.5
292;16.7179;0;27043.5;27149;313.154;1084.1;105
399;18.5801;0;27059;27149.5;272.061;909.317;90
221;15.65;0;27033.5;27150;300.079;1063.32;116
672;16.25;0;27098;27150.5;142.946;294.674;52
111;22.25;0;27018;27151;357.271;1309.74;132.5
465;18.9611;2.08508;27069;27151;245.654;908.593;81.5
405;16.25;0;27060;27151.5;261.803;852.262;91
319;16.25;0;27047.5;27152;238.996;786.203;104
49;17.3119;0;27008.5;27152.5;340.964;996.103;143.5
118;21.4959;0;27019;27153;359.559;1289.49;133.5
24;20;0;27004.5;27153;441.895;1405.18;148
243;19.75;0;27036.5;27153;277.031;766.312;116
213;15;0;27032.5;27153;243.458;841.02;120
721;16.25;4.64015;27105.5;27153.5;148.554;625.112;47.5
14;15.65;0;27002.5;27154;302.195;921.324;151
251;19.25;0;27038;27154;266.583;768.171;115.5
413;16.25;0;27061;27154;266.617;871.859;92.5
461;16.25;0;27068.5;27154;239.241;883.602;85
313;18.5;0;27046.5;27154.5;247.417;768.471;107.5
72;15.5279;0;27013;27155.5;289.584;914.207;142
143;21.0405;0;27022.5;27155.5;337.282;1321.4;132.5
371;19.25;0;27055;27155.5;243.316;745.01;100
387;15.9074;0;27057;27155.5;284.273;907.947;98
478;16.75;0;27071;27156;166.477;446.36;84.5
296;18.7155;0;27044;27156;250.885;775.106;111.5
209;14.4618;0;27032;27156;249.147;858.704;123.5
156;20.8181;0;27024;27156.5;343.151;1306.3;132
257;18.0399;0;27038.5;27156.5;258;774.677;117.5
283;18.1288;0;27042;27156.5;244.935;767.385;114
483;13.4;0;27071.5;27157.5;155.754;322.41;85.5
457;16.25;1.68873;27068;27157.5;231.86;878.05;89
187;15.1362;0;27028.5;27158;271.078;886.879;129
336;19.0668;0;27049.5;27158;246.637;756.361;108
523;19.3736;0;27077;27158;224.937;766.528;80.5
73;21.4415;0;27013.5;27158.5;417.26;1411.26;144.5
333;19.6568;0;27049;27158.5;264.486;772.463;109
42;20.0659;0;27007.5;27159;442.187;1316.05;151
344;18.327;0;27051;27159;245.66;764.437;107.5
473;15.5831;0;27070.5;27159.5;239.016;892.763;88.5
79;15;0;27014.5;27160;288.038;692.703;145
500;13.2599;0;27074;27160;160.006;325.141;85.5
389;16.25;0;27057.5;27160.5;233.318;804.48;102.5
433;18;0;27064.5;27160.5;228.024;762.186;95.5
353;18.9164;0;27052.5;27160.5;268.038;777.327;107.5
176;15.798;0;27026.5;27161;265.972;688.87;134
379;18;0;27056;27161.5;239.82;770.862;105
537;14.9571;1.47669;27080;27161.5;207.143;843.795;81
635;11.9;0;27093.5;27162;123.67;333.276;68
403;19.5712;0;27059.5;27162.5;256.357;756.369;102.5
367;18.3902;0;27054.5;27162.5;253.2;779.055;107.5
479;18.0285;0;27071;27163;222.263;775.011;91.5
524;15.475;0.243278;27077.5;27163;230.511;856.44;85
378;16.3431;0;27056;27163;246.718;861.654;106.5
415;19.0883;0;27061.5;27163.5;243.5;765.208;101.5
214;16.25;0;27032.5;27164;268.046;692.999;131
542;18.0201;0;27080.5;27164.5;211.914;774.598;83.5
543;16.25;0;27080.5;27164.5;237.966;900.063;83.5
166;17.0761;0;27025.5;27165;310.277;940.174;139
435;15.4807;0;27065;27165;229.99;808.173;99.5
396;18.0648;0;27058;27165;236.816;781.025;106.5
430;18.75;0;27064.5;27165.5;232.148;661.771;100.5
169;19.4;0;27025.5;27165.5;394.149;1296.93;139.5
450;18.8442;0;27067.5;27165.5;240.474;781.393;97.5
513;15.2449;0.950619;27075.5;27165.5;228.99;900.108;89.5
547;16.75;0;27081.5;27166;176.169;480.076;84
419;19.0792;0;27062;27166;248.955;787.484;103.5
199;16.25;0;27031;27166.5;265.367;691.598;135
386;16.456;0;27057;27166.5;234.299;688.005;109
441;18.1663;0;27066;27166.5;240.048;776.73;100
250;16;0;27038;27167;255.873;745.862;128.5
531;15.4462;0;27079;27167;224.713;882.878;87.5
425;15.6665;0;27063;27167;232.18;859.912;103.5
774;16.5;0;27113;27167.5;144.583;494.056;54
160;15.65;0;27024.5;27167.5;280.737;903.079;142.5
476;17.6366;0;27071;27167.5;213.649;661.605;96
456;19.0232;0;27068;27167.5;236.623;751.917;99
704;22.5;0;27103;27168;179.609;486.447;64.5
252;19.25;0;27038;27168;367.495;1300.96;129.5
596;18.5144;0.297437;27089;27168;200.784;747.419;78.5
472;19.2762;0;27070;27168.5;246.394;783.393;98
625;16.1431;0;27092.5;27169;184.024;689.131;76
576;19.2972;0;27086.5;27169;212.454;768.591;82
321;19.4;-0.599808;27047.5;27169;350.595;1294.66;121
33;18.5138;0;27006.5;27169.5;406.064;1419.05;162.5
533;19.6847;0;27079.5;27169.5;238.024;764.551;89.5
626;19.254;0;27092.5;27170;208.698;774.779;77
232;16.5795;0;27035.5;27170.5;297.492;915.432;134.5
606;20.3885;0;27090;27170.5;227.944;755.211;80
550;15.4932;0;27081.5;27170.5;221.462;904.731;88.5
942;21.25;6.9;27139;27171;137.818;475.949;31.5
360;15.0988;0;27053.5;27171;234.333;747.702;117
25;17.9166;0;27005;27171;425.816;1314.05;165.5
98;19.65;0;27016.5;27171;410.923;1297.88;154
624;16.25;0;27092;27171;221.427;911.763;78.5
59;15.65;0;27011.5;27171.5;340.101;1090.25;159.5
495;15;0;27073;27172;204.737;691.809;98.5
229;21;0;27035;27172;344.455;985.2;136.5
953;22.5377;6.63125;27141;27172.5;141.684;471.245;31
131;19.702;0;27021;27172.5;408.416;1302.55;151
675;16.25;0;27098.5;27172.5;214.735;897.045;73.5
368;18.5;0;27054.5;27173;283.189;975.45;118
686;18;0;27100.5;27173;190.724;769.085;72
365;18.8898;0;27054.5;27173.5;265.482;863.056;118.5
1009;16.868;6.75;27149;27174;88.637;331.458;24.5
376;18.5591;0;27055.5;27174;300.606;977.552;118
241;16.9216;0;27036.5;27174;312.927;1101.7;137
363;16.3792;0;27053.5;27174;265.808;675.282;120
698;18.6227;0;27102.5;27174;196.951;776.372;71
592;19.25;0;27088.5;27174;226.496;784.896;85
961;21.1509;6.71623;27142;27174.5;138.512;478.34;32
562;15.85;0;27084;27174.5;220.125;756.478;90
328;16.7706;0;27048.5;27174.5;277.535;689.623;125.5
448;16.25;0;27067;27175;239.033;693.528;107.5
349;16.25;0;27052;27175;271.623;947.39;122.5
736;15.786;0;27107.5;27175.5;184.479;688.217;67.5
518;17.8617;0;27076.5;27175.5;239.319;680.123;98.5
26;16.9;0;27005.5;27175.5;366.728;1128.82;169.5
621;19.2826;0;27092;27175.5;229.482;785.734;83
260;19.25;0;27039;27175.5;374.069;1295.92;136
750;18.6277;0;27108.5;27175.5;196.4;762.35;66.5
464;15.6693;0;27069;27176.5;249.012;752.063;107
585;16.1977;0;27087.5;27176.5;231.547;876.246;88.5
361;15.8708;0;27053.5;27177.5;240.702;700.631;123.5
729;15.9742;0;27106.5;27177.5;180.073;688.094;70.5
181;16.25;0;27027.5;27177.5;281.123;762.151;149.5
422;20.65;0;27062.5;27177.5;312.652;977.595;114.5
449;19.3482;0;27067;27177.5;294.484;978.348;110
142;16.25;0;27022.5;27177.5;358.945;1125.69;154.5
772;18.6926;0;27112.5;27177.5;202.263;763.161;64.5
323;18.382;0;27048;27178;384.943;1314.96;129.5
583;19.076;0;27087;27178;222.504;786.98;90.5
705;15.3243;0;27103;27178;205.533;909.638;74.5
739;15;0;27107.5;27178.5;175.789;572.79;70.5
679;19.2604;0;27099.5;27178.5;219.897;768.451;78.5
438;19.6592;0;27065;27179;316.628;989.788;113.5
632;15.4807;0;27093.5;27179;207.764;748.81;85
796;18.4056;2.52734;27117;27179.5;190.497;765.864;62
600;15.6208;0;27089.5;27179.5;242.603;842.715;89.5
758;15.3958;1.63119;27110;27180;180.056;700.868;69.5
828;19.25;2.67278;27121;27180.5;186.966;747.684;59
814;16.25;2.47733;27120;27181;170.173;688.554;60.5
657;15.525;0;27095.5;27181;228.777;917.936;85
469;20.25;0;27070;27181.5;289.549;868.536;111
541;15.9729;0;27080.5;27181.5;233.754;751.379;100.5
644;16.4966;0;27094.5;27181.5;230.938;756.221;86.5
695;18;0;27102;27181.5;207.234;779.142;79
840;18.75;2.7916;27123;27182;188.099;762.962;58.5
711;19.25;0;27104;27182.5;216.939;782.119;78
190;15.0912;0;27029;27183.5;285.409;753.342;154
768;19.0317;0;27112;27183.5;203.659;750.824;71
966;16.1398;5.0998;27143;27184;125.877;490.47;40.5
155;16.3624;0;27024;27184.5;390.08;1138.39;160
475;16.3403;0;27071;27185;230.801;489.891;113.5
859;18;3.66971;27126.5;27185;177.313;765.058;58
724;15;0;27106;27185.5;187.259;745.88;79
762;18.8333;0;27110.5;27185.5;210.21;776.21;74.5
797;15;0;27117.5;27186;169.796;690.004;68
634;15.7784;0;27093.5;27186.5;218.889;690.274;92.5
870;19.212;3.86863;27128;27186.5;194.973;778.999;58
916;19.3827;6.79381;27135;27186.5;190.667;764.648;51
246;15.0911;0;27037;27187;271.172;752.087;149.5
1066;18.4303;5.02006;27159;27187;92.8186;345.401;27.5
842;16.205;4.96019;27124;27187;193.721;744.776;62.5
138;19.9053;0;27022;27187;317.416;687.352;164.5
778;19.3259;0.533463;27113.5;27187;213.349;784.03;73
809;20.2847;1.7189;27119;27187;213.977;786.406;67.5
545;15.5;0;27081;27187.5;222.621;482.286;106
230;16.3404;0;27035;27188;379.984;1143.96;152.5
298;15.5962;0;27044.5;27189;284.928;763.488;144
891;16.5;4.91063;27131.5;27189.5;168.705;663.425;57.5
225;20.4754;0;27034.5;27189.5;314.705;679.882;154.5
652;16.3601;-1.60066;27095.5;27189.5;207.454;491.273;93.5
383;16.2622;0;27056.5;27190.5;297.834;753.633;133.5
274;15.0958;0;27040.5;27190.5;305.147;893.884;149.5
412;19.25;0;27061;27190.5;382.44;1312.46;129
928;18;6.9;27136.5;27190.5;174.844;776.813;53.5
852;18.1204;1.88037;27125.5;27191;183.529;771.462;65
932;19.25;3.42214;27137;27191;190.208;786.648;53.5
608;16.25;-2.43091;27090.5;27191.5;217.789;489.566;100.5
900;18.3662;4.12595;27132;27192;188.802;771.201;59.5
402;15.3958;0;27059.5;27192.5;253.291;700.534;132.5
665;15.0761;0;27096.5;27192.5;237.597;771.079;95.5
240;20.6021;0;27036.5;27192.5;326.496;685.352;155.5
640;16.25;0;27094;27193;222.946;703.154;98.5
757;16.3161;0;27110;27193;193.645;485.97;82.5
908;18.283;4.84263;27134;27193.5;193.022;782.606;59
366;16.25;0;27054.5;27194;325.123;1100.03;139
279;19.4102;0;27041.5;27194;306.035;678.295;152
874;16.5692;2.38644;27128.5;27194.5;209.133;758.942;65.5
937;19.25;4.96197;27138;27194.5;194.121;777.838;56
746;15.917;0;27108.5;27195;183.946;489.633;86
776;16.0889;0;27113;27195.5;215.327;752.73;82
1201;8.3252;0.635482;27178.5;27196;32.7723;106.696;17
285;20.1135;0;27042.5;27196.5;317.199;686.849;153.5
826;16.2022;0;27121;27196.5;164.889;488.919;75
696;16.3985;-4.09366;27102;27196.5;270.007;929.442;94
82;16.25;0;27015;27197.5;314.07;645.087;182
735;16.25;0;27107;27197.5;207.753;631.301;90
414;20.2851;0;27061.5;27197.5;319.036;689.56;135.5
997;18.1769;6.9;27147.5;27197.5;172.166;771.129;49.5
572;18;0;27086;27198;293.964;970.199;111.5
1031;19.7017;6.9;27152.5;27198.5;186.473;762.475;45.5
893;16.3409;6.9;27131.5;27198.5;204.092;858.567;66.5
865;16.75;0;27127.5;27199;212.072;752.78;71
275;15.6372;0;27040.5;27200;368.311;1108.81;159
830;15.5;0;27121.5;27200;173.698;486.429;78
1027;18.804;6.9;27151.5;27200;174.234;768.612;48
848;15.5206;0;27125;27200.5;201.461;753.382;75
936;15.7556;7.1;27138;27202;207.569;760.368;63.5
877;16.0743;0;27129;27202;161.056;488.016;72.5
394;18.75;-1.34999;27058;27202.5;285.498;678.71;144
934;16.0795;0;27137.5;27203.5;158.29;491.581;65.5
967;15.3048;6.9;27143;27204;192.771;750.243;60.5
104;17.4495;0;27017;27204;436.145;1392.97;186.5
91;16.7769;0;27015.5;27204;437.537;1349.74;188
231;21.25;0;27035;27204.5;384.31;1095.92;169
330;18.5;0;27049;27204.5;336.63;985.56;155
65;19.25;0;27012;27204.5;483.195;1561.15;192
66;18.2373;0;27012;27205;522.708;1718.54;192.5
927;16.9;0;27136.5;27205;164.375;488.509;68
975;15.0745;7.1;27144.5;27205.5;188.195;763.31;60.5
167;16.4584;0;27025.5;27205.5;442.628;1289.11;179.5
200;18.5014;0;27031;27205.5;435.035;1555.84;174
384;18.0003;0;27057;27206;328.133;984.298;148.5
163;20.1594;0;27025;27206;472.312;1548.12;180.5
129;16.25;0;27021;27206.5;444.051;1322.32;185
354;22.0292;0;27052.5;27206.5;365.148;1095.9;153.5
46;19.5;0;27008;27206.5;511.428;1555.86;198
487;16.25;0;27072;27207;264.471;685.64;134.5
510;17.5;0;27075.5;27207;275.463;692.728;131
1021;15.8574;3.06886;27151;27207;129.984;492.644;55.5
428;15;0;27064;27207.5;271.506;673.955;143
677;18.8709;0;27099.5;27208;253.681;676.114;108
1034;15.9494;0;27153.5;27208;133.947;485.749;54
424;16.44;-1.04796;27063;27208.5;299.07;954.581;145
544;15.8125;0;27080.5;27208.5;291.626;893.425;127.5
136;16.1689;0;27021.5;27208.5;449.367;1755.75;186.5
239;15.7269;0;27036.5;27209;303.204;652.21;172
320;16.25;0;27047.5;27209;313.5;937.498;161
477;15.4075;-1.68625;27071;27209;255.731;676.307;137.5
516;15.8467;0;27076;27209;262.875;665.915;132.5
377;16.25;0;27056;27209;273.363;635.348;152.5
342;19.6726;0;27050.5;27209;471.33;1553.08;158
358;16.25;0;27053;27210;320.519;885.449;156.5
93;19.4;0;27016;27210;485.312;1574.1;193.5
265;16.25;-0.785814;27039.5;27210.5;310.933;666.425;170.5
611;15.7608;0;27090.5;27210.5;234.693;672.792;119.5
1040;15.1412;1.93909;27154;27210.5;127.815;506.746;56
549;15.5;0;27081.5;27211;249.091;655.053;129
486;16.2422;0;27072;27211;281.666;660.87;138.5
249;17.5;-1.23606;27037.5;27211;393.189;1146.15;173
439;18.0185;0;27065;27211.5;282.203;764.783;146
427;18.5858;0;27063.5;27212;282.43;683.787;148
390;16.3222;0;27057.5;27212.5;278.983;633.349;154.5
617;15.3644;0;27091;27212.5;233.202;697.37;121
570;16.5125;0;27085.5;27213;252.055;620.052;127
369;18.332;0;27054.5;27213.5;348.774;939.563;158.5
747;18.9005;0;27108.5;27213.5;259.735;687.533;104.5
280;16.25;0;27041.5;27213.5;327.925;1017.98;171.5
418;15.8478;0;27062;27214.5;275.578;636.637;152
573;16.1477;0;27086;27214.5;244.689;662.5;128
352;15.7578;0;27052.5;27214.5;326.277;1040.9;161.5
350;17.3933;-1.94997;27052;27215;355.555;1099.94;162.5
444;16.25;0;27066.5;27215;273.1;633.835;148
517;16.25;0;27076;27215.5;317.976;1147.47;139
839;19.1118;0;27123;27216;235.883;678.844;92.5
440;15.85;0;27065.5;27217;272.035;647.429;151
447;15.9515;0;27067;27217;271.825;657.079;149.5
670;16.25;0;27097.5;27217;262.59;678.582;119
489;16.25;0;27072.5;27217;304.171;1038.31;144
777;15.9923;0;27113.5;27218.5;232.543;634.022;104.5
540;16.0126;0;27080.5;27219;259.162;620.251;138
96;21.25;0;27016.5;27219.5;458.597;1446.08;202.5
812;18.6388;0;27119.5;27219.5;241.327;681.717;99.5
470;15.4577;0;27070;27219.5;262.695;617.375;149
804;15.9271;0;27118.5;27220.5;206.737;645.432;101.5
189;21.4518;-2.05618;27029;27221;484.857;1506.67;191.5
569;19.0061;0;27085.5;27221;290.589;682.907;135
917;17.5;0;27135;27221;270.63;901.02;85.5
590;15.8202;0;27088.5;27221;272.42;1032.84;132
406;15.7212;0;27060.5;27221.5;288.866;642.103;160.5
507;15;0;27075;27221.5;257.853;639.778;146
522;14.9442;0;27077;27221.5;241.66;650.955;144
964;16.0046;0;27142.5;27222;193.222;641.879;79
863;16.6088;0;27127;27222;267.677;872.951;94.5
1346;8.54686;0.886526;27199.5;27222.5;39.784;109.768;22.5
132;17.3804;0;27021;27222.5;432.14;1475.22;201
259;16.25;0;27039;27222.5;360.542;1060.15;183
548;15.281;0;27081.5;27223;253.01;645.213;141
629;15.3764;0;27092.5;27223;246.275;654.514;130
1036;16.2423;2.48533;27153.5;27224;196.832;653.702;70
992;16.25;1.86582;27146.5;27224;247.721;896.681;77
819;15.3;0;27120;27224.5;219.351;678.891;104
198;21.25;0;27031;27224.5;434.165;1306.35;193
67;23.7598;0;27012;27224.5;546.74;1521.87;212
1342;11.1439;0;27199;27225;51.7164;108.143;25.5
